,Unnamed: 0,coef,2.5%,97.5%,tune_loss_mll,tune_loss_mlm,fs_loss_mll,fs_loss_mlm,true_ATE
0,0,3.9463092117925735,3.740948378174344,4.151670045410803,0.2329598043404377,0.4622435639140996,0.2435878084043512,0.4641527067175884,4.016066896118338
1,1,4.0349979130418845,3.7715514761496585,4.298444349934111,0.2563435251385076,0.4619636458670927,0.2668025936051129,0.4699785967130073,4.050838760043126
2,2,4.13641407163131,3.902740337443936,4.370087805818684,0.2228221110585725,0.4619624594792686,0.2422109070394134,0.4591419534893864,4.099163647971287
3,3,4.235342606050031,3.9558863548190657,4.514798857280996,0.1735859035432913,0.4619776030784176,0.1863377202629311,0.4643476368831457,4.27367845743849
4,4,4.245259297193158,3.962927563865556,4.52759103052076,0.1646894054427529,0.4619773697445269,0.1506247941558201,0.4541598795034006,4.162439707706217
5,5,4.1086448339206525,3.8773701002521657,4.339919567589139,0.2191751757852563,0.4619773934035724,0.2229946240913167,0.4651463108853511,4.003967594300539
6,6,3.783913445344109,3.5607725645467787,4.00705432614144,0.2926816259974892,0.4619757177299134,0.3008936008892912,0.4606393617035199,3.9905494932203087
7,7,3.599228116301207,3.3025126132114373,3.8959436193909776,0.2154505133608,0.4619780214491149,0.2327349208987817,0.4617354551249337,3.85365335563423
8,8,10.03440043022344,7.906749912091592,12.16205094835529,0.1254775093326859,0.4619651514187587,0.1171352314195738,0.4646367949483271,10.466037316008876
9,9,4.705501669128791,4.012613887020224,5.3983894512373585,0.0715150522876364,0.4619764803174894,0.0555921695234172,0.4615530215746677,4.586000545961049
10,10,3.881503358545504,3.6106261027513846,4.152380614339624,0.1415091761679581,0.4619775560333024,0.1439912717296671,0.4558532374244693,3.947785028700431
11,11,4.2378156860306975,3.81788505997372,4.657746312087675,0.1161317708316849,0.4619657298798995,0.1002147795862308,0.4573147483999774,4.161348296974814
12,12,13.060170126089217,10.574057100390776,15.54628315178766,0.1621888698791898,0.4619802767151612,0.1177337630363666,0.4623625728743409,12.64884215586146
13,13,3.8752340777318697,3.6066908675683513,4.143777287895388,0.2819631869578467,0.4619757370328475,0.2981361301378129,0.4678927388948211,3.8613000999517473
14,14,4.058087143196199,3.760036931019141,4.356137355373257,0.2471464869349129,0.4619765075959566,0.2470967368171787,0.4616237995375893,3.907581940138016
15,15,4.626342825522089,4.407777120123893,4.844908530920285,0.1799656394564828,0.4619660180356051,0.1864991131559734,0.4534693604046551,4.532751840913458
16,16,3.796398849763179,3.3871405456899626,4.205657153836395,0.1576376656164625,0.4619797774505125,0.133026915991465,0.4626863514143573,3.636982271621631
17,17,3.661559806252692,3.3261112150407737,3.9970083974646102,0.1374974831789534,0.461977311046606,0.1273975635576536,0.4589415169229288,3.7687619635123033
18,18,3.9242627268005954,3.5941275729593016,4.254397880641889,0.1212511557411033,0.4620290660550307,0.1295014565638748,0.458788847102425,3.941148144899862
19,19,4.1977329485959,3.948632982341533,4.446832914850266,0.2286587399430756,0.4619656906249467,0.2411646851978531,0.4584437885625911,4.235950932402467
20,20,2.956866086360304,2.225545037694705,3.6881871350259026,0.0913165557242219,0.4619771274026507,0.0823394569664015,0.4617240760620982,3.15515810793861
21,21,4.088646099201255,3.8188936491494,4.35839854925311,0.2035551354914664,0.4619810442506775,0.2219983389971216,0.4581968891299612,4.087269892661509
22,22,4.277727188198793,3.957498545170193,4.5979558312273925,0.1997320362905971,0.4619772412080072,0.1848570268848771,0.4628720477165484,4.312510237773102
23,23,3.6200730190073536,3.0437694846691263,4.196376553345581,0.1183278395318756,0.4619801726619882,0.09590918740361,0.4594394772370486,3.8354915860161336
24,24,4.761645915036316,4.437609934361875,5.085681895710756,0.1110883556051852,0.4619778004456652,0.1273371030463127,0.4644450909530111,4.595643746347299
25,25,4.14760666094957,2.8895533275794505,5.405659994319691,0.0901112160432976,0.4619752351295146,0.0713193138162269,0.4482592286361012,4.4128250487998875
26,26,3.925907093824409,3.700760575806695,4.151053611842124,0.2026103792787252,0.4620290660550307,0.216284982564156,0.460776797157713,3.75550895511973
27,27,9.894291816013316,6.569499555708106,13.219084076318529,0.1646860748564046,0.4619645521096464,0.1254993234622526,0.4520511764382787,10.469988754885424
28,28,3.797315378858212,3.4683053802931525,4.126325377423272,0.1255486777552871,0.461965271211781,0.1201610233260604,0.4554252342024318,3.745058916856946
29,29,4.2875422455715,3.9482680080310137,4.626816483111988,0.1742472445749575,0.4619746401801879,0.1603914349220251,0.4680862789026584,4.384592984021068
30,30,4.3440986003957365,4.026365899458177,4.661831301333296,0.134493725405507,0.4619754383540447,0.126635571882416,0.4603872387268844,4.335573262579987
31,31,4.101334490266524,3.9053311573643703,4.297337823168678,0.2551547448679331,0.4619638939112117,0.2605324002601689,0.4560739314460328,4.022886876823159
32,32,4.308215833561697,3.928066986999124,4.688364680124269,0.1348644751212472,0.4619780379745184,0.1398424010192878,0.4662276543857874,4.156628607016041
33,33,7.382329304364859,4.648607744549363,10.116050864180355,0.1101140760222476,0.4619600365690108,0.0958126399755323,0.4619589121399993,6.789415798636192
34,34,3.655076580082027,3.180519920750566,4.129633239413488,0.1255404963688639,0.4619771900945715,0.0925421635833428,0.4590194124792053,3.755501502243597
35,35,4.841225207341707,4.389672007632615,5.2927784070507995,0.069719118006372,0.4619777274841364,0.0600211202806551,0.4647675053435261,4.881726729621478
36,36,3.0947409991534447,2.3109348438752524,3.878547154431637,0.0579434826400872,0.4619753218048408,0.036842258104953,0.4585071563130355,3.343385416256075
37,37,4.179202008128664,3.8987448665769553,4.459659149680373,0.2202696887248278,0.4619805259394984,0.2179228203101571,0.461215279637122,4.042727872343037
38,38,6.124405684330473,5.43824182900581,6.810569539655135,0.0759881416401351,0.4619770044554036,0.046650081474972,0.457843540753272,6.221156720269624
