,theta,coef,se,confint_l,confint_u,abs_bias,sq_error,cover,level,ci_width,nuis_rmse_ml_l,nuis_rmse_ml_m,orcl_rmse_ml_l,orcl_rmse_ml_m,alpha_ml_l,alpha_ml_m,i_rep,date,rho,R2_y,R2_d,design
0,0.5,0.6041922658815158,0.10941855864001472,0.3897358317068029,0.8186487000562286,0.10419226588151576,0.010856028269524472,1,0.95,0.42891286834942566,1.370813479993699,1.1715577928054248,1.2356819965055512,1.0252331172407467,0.555437209616364,0.5764460394547593,0,2023-02-23,0.6,0.2,0.2,2a
1,0.5,0.6161966855899689,0.12608317667675187,0.36907820024713467,0.8633151709328031,0.11619668558996887,0.01350166974209408,1,0.95,0.4942369706856684,1.370813479993699,1.064787010739762,1.2356819965055512,1.0252331172407467,0.555437209616364,0.28689855219322574,0,2023-02-23,0.6,0.2,0.2,2a
2,0.5,0.6085989554254047,0.15378187644978356,0.30719201610884056,0.9100058947419687,0.10859895542540465,0.011793733119489027,1,0.95,0.6028138786331281,1.370813479993699,0.958720285504647,1.2356819965055512,1.0252331172407467,0.555437209616364,0.142790085483845,0,2023-02-23,0.6,0.2,0.2,2a
3,0.5,0.4920602926078349,0.15189810104803378,0.19434548523366285,0.789775099982007,0.007939707392165096,6.303895347320107e-05,1,0.95,0.5954296147483442,1.370813479993699,0.9763211769704373,1.2356819965055512,1.0252331172407467,0.555437209616364,0.07106696202060928,0,2023-02-23,0.6,0.2,0.2,2a
4,0.5,0.34736577728446777,0.12885549766839197,0.09481364264443459,0.599917911924501,0.15263422271553223,0.023297205943974695,1,0.95,0.5051042692800664,1.370813479993699,1.1155402200613689,1.2356819965055512,1.0252331172407467,0.555437209616364,0.03537019446220675,0,2023-02-23,0.6,0.2,0.2,2a
5,0.5,0.26283964024515405,0.10972031354861847,0.04779177731741971,0.4778875031728884,0.23716035975484595,0.05624503623904795,0,0.95,0.43009572585546874,1.370813479993699,1.2612941226071568,1.2356819965055512,1.0252331172407467,0.555437209616364,0.017603829131341217,0,2023-02-23,0.6,0.2,0.2,2a
6,0.5,0.220993812056165,0.09923448089471065,0.02649780347800404,0.41548982063432593,0.279006187943835,0.07784445291095059,0,0.95,0.3889920171563219,1.370813479993699,1.373218945967795,1.2356819965055512,1.0252331172407467,0.555437209616364,0.008761467240916128,0,2023-02-23,0.6,0.2,0.2,2a
7,0.5,0.21503390738087913,0.09362473197112746,0.03153280465525357,0.3985350101065047,0.28496609261912087,0.08120567394260937,0,0.95,0.3670022054512512,1.370813479993699,1.4411957771160342,1.2356819965055512,1.0252331172407467,0.555437209616364,0.004360602891616344,0,2023-02-23,0.6,0.2,0.2,2a
8,0.5,0.2085031716229929,0.08814346696250679,0.035745150903983475,0.3812611923420023,0.2914968283770071,0.08497040095385432,0,0.95,0.34551604143801884,1.370813479993699,1.4696789576782152,1.2356819965055512,1.0252331172407467,0.555437209616364,0.0021702823346269277,0,2023-02-23,0.6,0.2,0.2,2a
9,0.5,0.21214165540379745,0.08687476449160975,0.04187024583484322,0.3824130649727517,0.2878583445962025,0.08286242655366607,0,0.95,0.34054281913790846,1.370813479993699,1.4882143992334853,1.2356819965055512,1.0252331172407467,0.555437209616364,0.0010801546320691922,0,2023-02-23,0.6,0.2,0.2,2a
