,theta,coef,se,confint_l,confint_u,abs_bias,sq_error,cover,level,ci_width,nuis_rmse_ml_l,nuis_rmse_ml_m,orcl_rmse_ml_l,orcl_rmse_ml_m,alpha_ml_l,alpha_ml_m,i_rep,date,rho,R2_y,R2_d,design
0,0.5,0.6372422495791394,0.11320073812773393,0.4153728798254308,0.8591116193328481,0.13724224957913944,0.0188354350695428,1,0.95,0.44373873950741727,1.4084932637736207,1.18639227312733,1.2466845098225117,1.0252331172407467,0.5427525177190691,0.5688020175594347,0,2023-02-23,0.6,0.2,0.2,1a
1,0.5,0.6591796964996145,0.12964185007662596,0.4050863394602864,0.9132730535389426,0.1591796964996145,0.025338175777709384,1,0.95,0.5081867140786562,1.4084932637736207,1.0803277097993802,1.2466845098225117,1.0252331172407467,0.5427525177190691,0.2830941044832956,0,2023-02-23,0.6,0.2,0.2,1a
2,0.5,0.6529778521171499,0.15612067480951525,0.3469869522484103,0.9589687519858894,0.15297785211714987,0.023402223238376575,1,0.95,0.611981799737479,1.4084932637736207,0.9776800298253718,1.2466845098225117,1.0252331172407467,0.5427525177190691,0.14089660289368583,0,2023-02-23,0.6,0.2,0.2,1a
3,0.5,0.5132693467237468,0.15423522777638654,0.2109738551346974,0.8155648383127962,0.0132693467237468,0.00017607556247500994,1,0.95,0.6045909831780989,1.4084932637736207,1.0043791929315045,1.2466845098225117,1.0252331172407467,0.5427525177190691,0.07012457127362179,0,2023-02-23,0.6,0.2,0.2,1a
4,0.5,0.3642124161533306,0.13084417423827163,0.10776254705943467,0.6206622852472266,0.1357875838466694,0.01843826792691627,1,0.95,0.5128997381877919,1.4084932637736207,1.138749226061918,1.2466845098225117,1.0252331172407467,0.5427525177190691,0.03490116436675023,0,2023-02-23,0.6,0.2,0.2,1a
5,0.5,0.259908321611619,0.1123073423745606,0.039789975358071134,0.4800266678651668,0.24009167838838102,0.05764401403134979,0,0.95,0.44023669250709563,1.4084932637736207,1.2758969166192957,1.2466845098225117,1.0252331172407467,0.5427525177190691,0.017370391747594412,0,2023-02-23,0.6,0.2,0.2,1a
6,0.5,0.20131657486840415,0.10018736940506316,0.004952939128670258,0.3976802106081381,0.29868342513159585,0.08921178844834163,0,0.95,0.39272727147946784,1.4084932637736207,1.398497874131445,1.2466845098225117,1.0252331172407467,0.5427525177190691,0.008645284904945738,0,2023-02-23,0.6,0.2,0.2,1a
7,0.5,0.2011548990596512,0.0950370337001586,0.014885735809820944,0.38742406230948145,0.2988451009403488,0.08930839435604725,0,0.95,0.3725383264996605,1.4084932637736207,1.4618315815585012,1.2466845098225117,1.0252331172407467,0.5427525177190691,0.004302778669227966,0,2023-02-23,0.6,0.2,0.2,1a
8,0.5,0.20334578800085562,0.09074653361330509,0.02548585039692422,0.38120572560478705,0.2966542119991444,0.0880037214968333,0,0.95,0.35571987520786286,1.4084932637736207,1.4880838086594008,1.2466845098225117,1.0252331172407467,0.5427525177190691,0.002141503082885314,0,2023-02-23,0.6,0.2,0.2,1a
9,0.5,0.21532063194893256,0.09017572656535779,0.038579455601099516,0.3920618082967656,0.2846793680510674,0.0810423425939551,0,0.95,0.3534823526956661,1.4084932637736207,1.50576313638297,1.2466845098225117,1.0252331172407467,0.5427525177190691,0.0010658311306610065,0,2023-02-23,0.6,0.2,0.2,1a
10,0.5,0.5367093663349402,0.11092319596808575,0.31930389718741353,0.7541148354824667,0.03670936633494015,0.0013475775767128374,1,0.95,0.4348109382950532,1.351196532067798,1.18639227312733,1.2466845098225117,1.0252331172407467,0.2701292070288389,0.5688020175594347,0,2023-02-23,0.6,0.2,0.2,1a
11,0.5,0.5804486738969586,0.12384242487645074,0.33772198138100795,0.8231753664129093,0.08044867389695864,0.006471989131779195,1,0.95,0.4854533850319014,1.351196532067798,1.0803277097993802,1.2466845098225117,1.0252331172407467,0.2701292070288389,0.2830941044832956,0,2023-02-23,0.6,0.2,0.2,1a
12,0.5,0.6046164689848689,0.14558220910949426,0.3192805823404811,0.8899523556292566,0.10461646898486887,0.01094460558286203,1,0.95,0.5706717732887754,1.351196532067798,0.9776800298253718,1.2466845098225117,1.0252331172407467,0.2701292070288389,0.14089660289368583,0,2023-02-23,0.6,0.2,0.2,1a
13,0.5,0.4917089069392331,0.14264947324646507,0.21212107696255156,0.7712967369159146,0.008291093060766919,6.874222414229735e-05,1,0.95,0.559175659953363,1.351196532067798,1.0043791929315045,1.2466845098225117,1.0252331172407467,0.2701292070288389,0.07012457127362179,0,2023-02-23,0.6,0.2,0.2,1a
14,0.5,0.36066457266259233,0.1218429733639272,0.1218567331000219,0.5994724122251628,0.13933542733740767,0.019414361311298013,1,0.95,0.4776156791251409,1.351196532067798,1.138749226061918,1.2466845098225117,1.0252331172407467,0.2701292070288389,0.03490116436675023,0,2023-02-23,0.6,0.2,0.2,1a
15,0.5,0.2591104118460388,0.10427196352657413,0.05474111873667936,0.4634797049553982,0.24088958815396122,0.058027793680985054,0,0.95,0.40873858621871884,1.351196532067798,1.2758969166192957,1.2466845098225117,1.0252331172407467,0.2701292070288389,0.017370391747594412,0,2023-02-23,0.6,0.2,0.2,1a
16,0.5,0.19989947088386867,0.09338614872857078,0.01686598272096898,0.3829329590467684,0.30010052911613133,0.09006032757578199,0,0.95,0.36606697632579943,1.351196532067798,1.398497874131445,1.2466845098225117,1.0252331172407467,0.2701292070288389,0.008645284904945738,0,2023-02-23,0.6,0.2,0.2,1a
17,0.5,0.19573296448720584,0.08884933061524705,0.02159147643082962,0.3698744525435821,0.30426703551279416,0.09257842889974394,0,0.95,0.3482829761127525,1.351196532067798,1.4618315815585012,1.2466845098225117,1.0252331172407467,0.2701292070288389,0.004302778669227966,0,2023-02-23,0.6,0.2,0.2,1a
18,0.5,0.19711050908273897,0.08472323063768745,0.031056028378991074,0.36316498978648687,0.30288949091726103,0.09174204370811755,0,0.95,0.3321089614074958,1.351196532067798,1.4880838086594008,1.2466845098225117,1.0252331172407467,0.2701292070288389,0.002141503082885314,0,2023-02-23,0.6,0.2,0.2,1a
19,0.5,0.20646332146794014,0.08374427372505541,0.042327561055367585,0.3705990818805127,0.2935366785320599,0.08616378164363388,0,0.95,0.3282715208251451,1.351196532067798,1.50576313638297,1.2466845098225117,1.0252331172407467,0.2701292070288389,0.0010658311306610065,0,2023-02-23,0.6,0.2,0.2,1a
20,0.5,0.48961334797026296,0.10651839918561722,0.2808411218755926,0.6983855740649333,0.010386652029737042,0.00010788254038684062,1,0.95,0.41754445218934066,1.366343943313236,1.18639227312733,1.2466845098225117,1.0252331172407467,0.1344439428796878,0.5688020175594347,0,2023-02-23,0.6,0.2,0.2,1a
21,0.5,0.5357502769542288,0.11911165140356406,0.3022957300641535,0.7692048238443041,0.03575027695422883,0.001278082302304065,1,0.95,0.4669090937801506,1.366343943313236,1.0803277097993802,1.2466845098225117,1.0252331172407467,0.1344439428796878,0.2830941044832956,0,2023-02-23,0.6,0.2,0.2,1a
22,0.5,0.5849207631353096,0.1396897714232534,0.3111338421371005,0.8587076841335187,0.08492076313530961,0.0072115360114833596,1,0.95,0.5475738419964182,1.366343943313236,0.9776800298253718,1.2466845098225117,1.0252331172407467,0.1344439428796878,0.14089660289368583,0,2023-02-23,0.6,0.2,0.2,1a
23,0.5,0.5178719171374561,0.13914267015750995,0.2451572949160004,0.7905865393589118,0.01787191713745606,0.00031940542216809566,1,0.95,0.5454292444429114,1.366343943313236,1.0043791929315045,1.2466845098225117,1.0252331172407467,0.1344439428796878,0.07012457127362179,0,2023-02-23,0.6,0.2,0.2,1a
24,0.5,0.41458529753797063,0.12050248642954996,0.1784047640885261,0.6507658309874151,0.08541470246202937,0.007295671396677006,1,0.95,0.472361066898889,1.366343943313236,1.138749226061918,1.2466845098225117,1.0252331172407467,0.1344439428796878,0.03490116436675023,0,2023-02-23,0.6,0.2,0.2,1a
25,0.5,0.30601991312442417,0.1022212749214917,0.10566989582453298,0.5063699304243153,0.19398008687557583,0.03762827410425595,1,0.95,0.4007000345997823,1.366343943313236,1.2758969166192957,1.2466845098225117,1.0252331172407467,0.1344439428796878,0.017370391747594412,0,2023-02-23,0.6,0.2,0.2,1a
26,0.5,0.23147782459590913,0.09067675774990934,0.05375464517122358,0.40920100402059467,0.26852217540409085,0.07210415868374533,0,0.95,0.3554463588493711,1.366343943313236,1.398497874131445,1.2466845098225117,1.0252331172407467,0.1344439428796878,0.008645284904945738,0,2023-02-23,0.6,0.2,0.2,1a
27,0.5,0.2217102836223297,0.08655230910146874,0.05207087500467264,0.3913496922399867,0.2782897163776703,0.07744516624156418,0,0.95,0.33927881723531406,1.366343943313236,1.4618315815585012,1.2466845098225117,1.0252331172407467,0.1344439428796878,0.004302778669227966,0,2023-02-23,0.6,0.2,0.2,1a
28,0.5,0.2203660475153108,0.08272756048576752,0.05822300843434758,0.38250908659627403,0.2796339524846892,0.07819514738220941,0,0.95,0.32428607816192645,1.366343943313236,1.4880838086594008,1.2466845098225117,1.0252331172407467,0.1344439428796878,0.002141503082885314,0,2023-02-23,0.6,0.2,0.2,1a
29,0.5,0.22689436776478267,0.08181650300482968,0.06653696853430338,0.387251766995262,0.27310563223521733,0.07458668635859778,0,0.95,0.32071479846095863,1.366343943313236,1.50576313638297,1.2466845098225117,1.0252331172407467,0.1344439428796878,0.0010658311306610065,0,2023-02-23,0.6,0.2,0.2,1a
30,0.5,0.40086850021737264,0.10202168693834142,0.200909668176203,0.6008273322585422,0.09913149978262736,0.009827054249153049,1,0.95,0.3999176640823392,1.3183255849572526,1.18639227312733,1.2466845098225117,1.0252331172407467,0.06691306717939263,0.5688020175594347,0,2023-02-23,0.6,0.2,0.2,1a
31,0.5,0.4397019150133558,0.11421657540329182,0.21584154078540047,0.6635622892413111,0.060298084986644185,0.0036358590530565647,1,0.95,0.44772074845591064,1.3183255849572526,1.0803277097993802,1.2466845098225117,1.0252331172407467,0.06691306717939263,0.2830941044832956,0,2023-02-23,0.6,0.2,0.2,1a
32,0.5,0.4986126536478133,0.13229252359279292,0.23932407198202382,0.7579012353136028,0.0013873463521866802,1.924729900925688e-06,1,0.95,0.518577163331579,1.3183255849572526,0.9776800298253718,1.2466845098225117,1.0252331172407467,0.06691306717939263,0.14089660289368583,0,2023-02-23,0.6,0.2,0.2,1a
33,0.5,0.4777964291992347,0.12988210054378058,0.2232321898970146,0.7323606685014548,0.022203570800765293,0.0004929985563045971,1,0.95,0.5091284786044401,1.3183255849572526,1.0043791929315045,1.2466845098225117,1.0252331172407467,0.06691306717939263,0.07012457127362179,0,2023-02-23,0.6,0.2,0.2,1a
34,0.5,0.4178990944227568,0.11346306244346151,0.19551557845795303,0.6402826103875605,0.0821009055772432,0.006740558696603403,1,0.95,0.4447670319296075,1.3183255849572526,1.138749226061918,1.2466845098225117,1.0252331172407467,0.06691306717939263,0.03490116436675023,0,2023-02-23,0.6,0.2,0.2,1a
35,0.5,0.3248139585175433,0.0962225079818201,0.13622130837105803,0.5134066086640285,0.1751860414824567,0.03069014913029304,1,0.95,0.3771853002929705,1.3183255849572526,1.2758969166192957,1.2466845098225117,1.0252331172407467,0.06691306717939263,0.017370391747594412,0,2023-02-23,0.6,0.2,0.2,1a
36,0.5,0.2475792634866665,0.08577718933212983,0.0794590617006187,0.4156994652727143,0.2524207365133335,0.06371622822193375,0,0.95,0.3362404035720956,1.3183255849572526,1.398497874131445,1.2466845098225117,1.0252331172407467,0.06691306717939263,0.008645284904945738,0,2023-02-23,0.6,0.2,0.2,1a
37,0.5,0.23553857223343558,0.0825479532023138,0.07374755695940272,0.39732958750746844,0.26446142776656445,0.06993984677632979,0,0.95,0.3235820305480657,1.3183255849572526,1.4618315815585012,1.2466845098225117,1.0252331172407467,0.06691306717939263,0.004302778669227966,0,2023-02-23,0.6,0.2,0.2,1a
38,0.5,0.23535050740294058,0.0796960458538628,0.07914912781911679,0.39155188698676435,0.2646494925970594,0.07003935393188099,0,0.95,0.3124027591676476,1.3183255849572526,1.4880838086594008,1.2466845098225117,1.0252331172407467,0.06691306717939263,0.002141503082885314,0,2023-02-23,0.6,0.2,0.2,1a
39,0.5,0.24065612485028925,0.07890006871002278,0.08601483180090896,0.39529741789966955,0.25934387514971075,0.06725924557766876,0,0.95,0.3092825860987606,1.3183255849572526,1.50576313638297,1.2466845098225117,1.0252331172407467,0.06691306717939263,0.0010658311306610065,0,2023-02-23,0.6,0.2,0.2,1a
40,0.5,0.3558671371231088,0.10099376118671492,0.15792300253390837,0.5538112717123093,0.1441328628768912,0.02077428216108872,1,0.95,0.3958882691784009,1.2601916788334226,1.18639227312733,1.2466845098225117,1.0252331172407467,0.03330279121135747,0.5688020175594347,0,2023-02-23,0.6,0.2,0.2,1a
41,0.5,0.3880322794938336,0.11364231133148621,0.16529744216423256,0.6107671168234347,0.11196772050616638,0.012536770435346992,1,0.95,0.44546967465920206,1.2601916788334226,1.0803277097993802,1.2466845098225117,1.0252331172407467,0.03330279121135747,0.2830941044832956,0,2023-02-23,0.6,0.2,0.2,1a
42,0.5,0.442462816782496,0.1312641560225425,0.1851897985172663,0.6997358350477256,0.05753718321750401,0.0033105274526046245,1,0.95,0.5145460365304593,1.2601916788334226,0.9776800298253718,1.2466845098225117,1.0252331172407467,0.03330279121135747,0.14089660289368583,0,2023-02-23,0.6,0.2,0.2,1a
43,0.5,0.43857780483238284,0.1260896376378448,0.19144665623850096,0.6857089534262647,0.061422195167617155,0.003772686059208852,1,0.95,0.4942622971877637,1.2601916788334226,1.0043791929315045,1.2466845098225117,1.0252331172407467,0.03330279121135747,0.07012457127362179,0,2023-02-23,0.6,0.2,0.2,1a
44,0.5,0.3948600103171476,0.10929152999545945,0.18065254771076808,0.6090674729235271,0.10513998968285238,0.011054417430510303,1,0.95,0.42841492521275903,1.2601916788334226,1.138749226061918,1.2466845098225117,1.0252331172407467,0.03330279121135747,0.03490116436675023,0,2023-02-23,0.6,0.2,0.2,1a
45,0.5,0.3159662771412801,0.09377439003356068,0.1321718500032894,0.49976070427927083,0.18403372285871988,0.033868411149240114,0,0.95,0.3675888542759814,1.2601916788334226,1.2758969166192957,1.2466845098225117,1.0252331172407467,0.03330279121135747,0.017370391747594412,0,2023-02-23,0.6,0.2,0.2,1a
46,0.5,0.24651223959049154,0.08467922203970651,0.08054401415379639,0.4124804650271867,0.2534877604095085,0.06425604467742838,0,0.95,0.3319364508733903,1.2601916788334226,1.398497874131445,1.2466845098225117,1.0252331172407467,0.03330279121135747,0.008645284904945738,0,2023-02-23,0.6,0.2,0.2,1a
47,0.5,0.23821444391312452,0.0812141681931027,0.07903759922026482,0.3973912886059842,0.2617855560868755,0.06853167737571463,0,0.95,0.3183536893857194,1.2601916788334226,1.4618315815585012,1.2466845098225117,1.0252331172407467,0.03330279121135747,0.004302778669227966,0,2023-02-23,0.6,0.2,0.2,1a
48,0.5,0.23888011379692858,0.078406834846246,0.08520554135650632,0.39255468623735085,0.2611198862030714,0.06818359497070496,0,0.95,0.3073491448808445,1.2601916788334226,1.4880838086594008,1.2466845098225117,1.0252331172407467,0.03330279121135747,0.002141503082885314,0,2023-02-23,0.6,0.2,0.2,1a
49,0.5,0.24251471678152917,0.07781240371797542,0.09000520794380676,0.39502422561925155,0.25748528321847086,0.06629867107409615,0,0.95,0.3050190176754448,1.2601916788334226,1.50576313638297,1.2466845098225117,1.0252331172407467,0.03330279121135747,0.0010658311306610065,0,2023-02-23,0.6,0.2,0.2,1a
50,0.5,0.32132265052873393,0.0979992613269978,0.12924762781628932,0.5133976732411786,0.17867734947126607,0.031925595214076945,1,0.95,0.3841500454248893,1.2294677777382053,1.18639227312733,1.2466845098225117,1.0252331172407467,0.016574877661695846,0.5688020175594347,0,2023-02-23,0.6,0.2,0.2,1a
51,0.5,0.3550669595713762,0.10999963989793769,0.13947162705904312,0.5706622920837092,0.14493304042862382,0.021005586207885105,1,0.95,0.4311906650246661,1.2294677777382053,1.0803277097993802,1.2466845098225117,1.0252331172407467,0.016574877661695846,0.2830941044832956,0,2023-02-23,0.6,0.2,0.2,1a
52,0.5,0.4191574237550844,0.12539494371698545,0.1733878502263658,0.664926997283803,0.08084257624491559,0.00653552213391499,1,0.95,0.4915391470574372,1.2294677777382053,0.9776800298253718,1.2466845098225117,1.0252331172407467,0.016574877661695846,0.14089660289368583,0,2023-02-23,0.6,0.2,0.2,1a
