,theta,coef,se,confint_l,confint_u,abs_bias,sq_error,cover,level,ci_width,nuis_rmse_ml_l,nuis_rmse_ml_m,orcl_rmse_ml_l,orcl_rmse_ml_m,alpha_ml_l,alpha_ml_m,i_rep,date,rho,R2_y,R2_d,design
0,0.5,0.8117542610153523,0.08211569925864773,0.6508104479030803,0.9726980741276243,0.3117542610153523,0.09719071926122841,0,0.95,0.32188762622454403,1.9653403430913043,1.6401489348579936,1.3774033160664867,1.0252331172407467,1.2874127577770234,1.200082384105171,0,2023-02-23,0.6,0.6,0.6,2a
1,0.5,0.8985260680225076,0.132765063568435,0.6383113250232041,1.158740811021811,0.39852606802250756,0.15882302689348032,0,0.95,0.5204294859986068,1.9653403430913043,1.254483587265263,1.3774033160664867,1.0252331172407467,1.2874127577770234,0.5972838304831298,0,2023-02-23,0.6,0.6,0.6,2a
2,0.5,0.8228651276850125,0.17968110537399457,0.47069663244963683,1.1750336229203882,0.3228651276850125,0.10424189067505944,1,0.95,0.7043369904707513,1.9653403430913043,1.0913797708768536,1.3774033160664867,1.0252331172407467,1.2874127577770234,0.29726956989090814,0,2023-02-23,0.6,0.6,0.6,2a
3,0.5,0.7822508856083387,0.2240457849119871,0.3431292162928365,1.2213725549238408,0.28225088560833866,0.07966556242669148,1,0.95,0.8782433386310042,1.9653403430913043,0.9627848108706055,1.3774033160664867,1.0252331172407467,1.2874127577770234,0.14795176543059207,0,2023-02-23,0.6,0.6,0.6,2a
4,0.5,0.6155279564986547,0.22283100893081484,0.1787872043555344,1.0522687086417748,0.11552795649865466,0.013346708732755043,1,0.95,0.8734815042862404,1.9653403430913043,0.983890708042372,1.3774033160664867,1.0252331172407467,1.2874127577770234,0.07363594229325938,0,2023-02-23,0.6,0.6,0.6,2a
5,0.5,0.41536496482708263,0.18767203144159988,0.04753454229607823,0.783195387358087,0.08463503517291737,0.007163089178720961,1,0.95,0.7356608450620088,1.9653403430913043,1.1242141691240415,1.3774033160664867,1.0252331172407467,1.2874127577770234,0.03664878199753514,0,2023-02-23,0.6,0.6,0.6,2a
6,0.5,0.29018973178802715,0.15708571704012472,-0.017692616096267155,0.5980720796723215,0.20981026821197285,0.044020348647179984,1,0.95,0.6157646957685886,1.9653403430913043,1.2644528395625814,1.3774033160664867,1.0252331172407467,1.2874127577770234,0.018240185160580288,0,2023-02-23,0.6,0.6,0.6,2a
7,0.5,0.23486607481809985,0.13814682130565192,-0.03589671951966855,0.5056288691558682,0.26513392518190015,0.07029599828236142,1,0.95,0.5415255886755368,1.9653403430913043,1.3822240331167266,1.3774033160664867,1.0252331172407467,1.2874127577770234,0.0090781831361989,0,2023-02-23,0.6,0.6,0.6,2a
8,0.5,0.2328443082148326,0.12771435113294236,-0.01747122031463666,0.48315983674430185,0.2671556917851674,0.07137216365321136,0,0.95,0.5006310570589385,1.9653403430913043,1.4553657543747065,1.3774033160664867,1.0252331172407467,1.2874127577770234,0.004518233139018429,0,2023-02-23,0.6,0.6,0.6,2a
9,0.5,0.230887108462405,0.12248544552649225,-0.009179953399862467,0.47095417032467246,0.269112891537595,0.07242174839172537,0,0.95,0.4801341237245349,1.9653403430913043,1.4970437470282865,1.3774033160664867,1.0252331172407467,1.2874127577770234,0.0022487352802040977,0,2023-02-23,0.6,0.6,0.6,2a
