,theta,coef,se,confint_l,confint_u,abs_bias,sq_error,cover,level,ci_width,nuis_rmse_ml_l,nuis_rmse_ml_m,orcl_rmse_ml_l,orcl_rmse_ml_m,alpha_ml_l,alpha_ml_m,i_rep,date,rho,R2_y,R2_d,design
0,0.5,1.0858125882922112,0.0870885032729376,0.9151222584097548,1.2565029181746674,0.5858125882922112,0.3431763886016197,0,0.95,0.3413806597649126,2.882257886586313,2.1229542368075807,1.5606177954942526,1.0252331172407467,1.9279617693162239,1.54939284418804,0,2023-02-23,0.8,0.8,0.8,1a
1,0.5,1.3181657608508592,0.14580609792186586,1.0323910601976818,1.6039404615040367,0.8181657608508592,0.6693952122286654,0,0.95,0.5715494013063549,2.882257886586313,1.5480191325703085,1.5606177954942526,1.0252331172407467,1.9279617693162239,0.7711364695931429,0,2023-02-23,0.8,0.8,0.8,1a
2,0.5,1.26568796233793,0.23830850311976287,0.7986118790135437,1.7327640456623163,0.76568796233793,0.5862780556692113,0,0.95,0.9341521666487727,2.882257886586313,1.2255332652137496,1.5606177954942526,1.0252331172407467,1.9279617693162239,0.38379643804809427,0,2023-02-23,0.8,0.8,0.8,1a
3,0.5,1.0193625698944944,0.2890346001915703,0.4528651632330828,1.585859976555906,0.5193625698944944,0.2697374790074135,1,0.95,1.1329948133228234,2.882257886586313,1.1241622269482239,1.5606177954942526,1.0252331172407467,1.9279617693162239,0.19101639160720937,0,2023-02-23,0.8,0.8,0.8,1a
4,0.5,0.7591986417307782,0.2806730810291957,0.2090895114836624,1.309307771977894,0.2591986417307782,0.06718393587508033,1,0.95,1.1002182604942317,2.882257886586313,1.1760951392453396,1.5606177954942526,1.0252331172407467,1.9279617693162239,0.09506930822027715,0,2023-02-23,0.8,0.8,0.8,1a
5,0.5,0.6177194308877311,0.2482478287833893,0.13116262723202227,1.1042762345434398,0.11771943088773107,0.013857864408531291,1,0.95,0.9731136073114175,2.882257886586313,1.28256305402952,1.5606177954942526,1.0252331172407467,1.9279617693162239,0.04731621872570719,0,2023-02-23,0.8,0.8,0.8,1a
6,0.5,0.5054288539528585,0.2202151697361617,0.07381505242060671,0.9370426554851103,0.005428853952858526,2.947245524146764e-05,1,0.95,0.8632276030645036,2.882257886586313,1.3908525143849522,1.5606177954942526,1.0252331172407467,1.9279617693162239,0.0235493935572937,0,2023-02-23,0.8,0.8,0.8,1a
7,0.5,0.40651002853298457,0.19505962333439544,0.024200191959620754,0.7888198651063484,0.09348997146701543,0.00874037476490336,1,0.95,0.7646196731467276,2.882257886586313,1.4886138328913197,1.5606177954942526,1.0252331172407467,1.9279617693162239,0.011720588666038154,0,2023-02-23,0.8,0.8,0.8,1a
8,0.5,0.355348384325392,0.18036365264575865,0.0018421210196126192,0.7088546476311715,0.144651615674608,0.020924089917274496,1,0.95,0.7070125266115588,2.882257886586313,1.5898892415724861,1.5606177954942526,1.0252331172407467,1.9279617693162239,0.005833364597871573,0,2023-02-23,0.8,0.8,0.8,1a
9,0.5,0.3114159156279119,0.17424118134392028,-0.030090524429884247,0.652922355685708,0.18858408437208812,0.035563956878458855,1,0.95,0.6830128801155922,2.882257886586313,1.6606201345867801,1.5606177954942526,1.0252331172407467,1.9279617693162239,0.0029032793062947547,0,2023-02-23,0.8,0.8,0.8,1a
10,0.5,0.6931890475471941,0.08313733449869624,0.5302428661590901,0.8561352289352981,0.19318904754719413,0.037322008092192036,0,0.95,0.32589236277620803,2.1524548301921964,2.1229542368075807,1.5606177954942526,1.0252331172407467,0.959551115701828,1.54939284418804,0,2023-02-23,0.8,0.8,0.8,1a
11,0.5,0.8958965814711993,0.12204474229287478,0.6566932820746925,1.1350998808677062,0.3958965814711993,0.15673410322058196,0,0.95,0.4784065987930137,2.1524548301921964,1.5480191325703085,1.5606177954942526,1.0252331172407467,0.959551115701828,0.7711364695931429,0,2023-02-23,0.8,0.8,0.8,1a
12,0.5,0.9286949440277695,0.17573988660760068,0.5842510956297192,1.27313879242582,0.42869494402776953,0.18377935503497245,0,0.95,0.6888876967961007,2.1524548301921964,1.2255332652137496,1.5606177954942526,1.0252331172407467,0.959551115701828,0.38379643804809427,0,2023-02-23,0.8,0.8,0.8,1a
13,0.5,0.8125001201808931,0.2042283951536846,0.4122198210592568,1.2127804193025296,0.3125001201808931,0.09765632511307265,1,0.95,0.8005605982432727,2.1524548301921964,1.1241622269482239,1.5606177954942526,1.0252331172407467,0.959551115701828,0.19101639160720937,0,2023-02-23,0.8,0.8,0.8,1a
14,0.5,0.6346903497566229,0.1992032125401956,0.24425922757316182,1.0251214719400839,0.13469034975662286,0.018141490317561397,1,0.95,0.780862244366922,2.1524548301921964,1.1760951392453396,1.5606177954942526,1.0252331172407467,0.959551115701828,0.09506930822027715,0,2023-02-23,0.8,0.8,0.8,1a
