,coef,2.5%,97.5%,tune_loss_mll,tune_loss_mlm,fs_loss_mll,fs_loss_mlm
0,8.849453189984489,8.554920484152335,9.143985895816643,28.7531968276704,0.627252269284817,25.36839098039084,0.6412431472554536
1,8.900565960203318,8.631431563692784,9.169700356713852,22.0165761718652,0.6272007234553019,23.36624747895437,0.6296048853435077
2,9.048386124993367,8.775654952538618,9.321117297448117,24.837853221883925,0.6276741755572314,24.469743729233297,0.6350578843233566
3,8.63710179372541,8.367610496247693,8.906593091203128,20.392322494970713,0.6288099940288621,22.644407625711573,0.6327749326839462
4,8.536039099705915,8.261019145873993,8.811059053537837,21.17139624998863,0.6432859956799892,23.663566867530484,0.6496478652740052
5,8.694526789573864,8.419248900468787,8.96980467867894,24.938649566800134,0.6251895842419635,23.522329215899788,0.6421114273792723
6,8.537990138591235,8.251857901148881,8.82412237603359,23.606670489366653,0.6096058598582156,23.470522112709975,0.6376508746829385
7,8.565084604341349,8.276140226376477,8.854028982306222,22.843048925095793,0.6231034101616302,24.210804532180585,0.6553298509815841
8,9.219750279711139,8.942264166265893,9.497236393156385,23.02656521083361,0.6228066545863096,25.401281756109405,0.6351197998272455
9,8.746248469217498,8.482171669374178,9.010325269060818,23.524524980440507,0.6275899722375545,23.409738061459738,0.6437745117825425
10,8.890434109523301,8.596575685450368,9.184292533596235,19.917286770676515,0.6136532200498224,23.698415067256164,0.6202456441915782
11,8.732937235328963,8.45680472966867,9.009069740989256,22.228011903004383,0.6152038392962607,23.62965710397079,0.643852814543346
12,8.696456414382997,8.409229314097809,8.983683514668185,20.395605680366142,0.6128212254704192,23.477772392800972,0.6290249034327062
13,8.886688795268396,8.623464995026588,9.149912595510205,24.00944358121935,0.643981465852941,24.059617740351985,0.64915047226372
14,8.569311893403535,8.28803821402191,8.85058557278516,23.2045599653401,0.6203738378400852,23.107019838575543,0.6374158962663223
15,9.01943665262797,8.757302515029272,9.281570790226668,23.95373838358769,0.6413133674495264,25.082183480352427,0.6457421027393828
16,8.862304077356473,8.58257422956806,9.142033925144887,22.899295012631455,0.6210652842305728,23.839945852309665,0.632321638228702
17,9.013329946332187,8.723985725324932,9.302674167339442,22.285500880522008,0.624093085249007,25.135956620002943,0.630943357796849
