,coef,2.5%,97.5%,loss_Y,fs_loss_mll,fs_loss_mlm
0,0.8917474467944226,0.704729376235232,1.0787655173536133,4.246441187712044,4.2293341972811875,0.7204647716520359
1,0.8233851770251251,0.6265579653408286,1.0202123887094217,4.461453581377387,4.426706449690861,0.7595195125397974
2,0.9470098436648139,0.7597657616106518,1.1342539257189759,4.289190479194326,4.231428168899667,0.7265988658879208
3,1.067831223554623,0.8823271028085062,1.2533353443007398,4.4142580589665075,4.372300495186361,0.7072535710892605
4,0.9405369969803671,0.742870446540103,1.1382035474206311,4.804623880718688,4.772383901587058,0.7485641614407049
5,0.8212971533095185,0.6218671032412426,1.0207272033777943,4.685474879453184,4.649654822726004,0.6194719504713078
6,0.8215393417274001,0.6257882467548468,1.0172904366999533,4.187069942048792,4.17940158100517,0.6634193450214316
7,0.9824561366921546,0.791631551160086,1.1732807222242232,4.496490549897983,4.4173532676610865,0.6841505091486995
8,0.9049212046687681,0.7114268272309456,1.0984155821065906,4.471439937095001,4.431572145676366,0.7771401196378769
9,0.9527426766062804,0.7615989585583749,1.143886394654186,4.414767728787614,4.374334807362654,0.712226798371729
10,1.2623709572200077,1.0690206563660984,1.455721258073917,4.727215705232174,4.600480162744963,0.7128860856936178
11,0.9008393511739938,0.6886387356247488,1.113039966723239,5.179765920847641,5.1416011325570015,0.6959962714093072
12,0.8670228703409331,0.6667627611095199,1.0672829795723462,4.411717988805573,4.398929503828945,0.7452018166832083
13,1.080273116291679,0.8965962722202465,1.2639499603631115,4.104456288309992,4.001693563382615,0.7267066816986661
14,0.8573970617911447,0.6646187936402856,1.0501753299420038,4.337256472181605,4.282961101425552,0.7228008629695503
15,0.8059788148608129,0.6121087679859039,0.999848861735722,4.503600927281383,4.457523542011679,0.6291267668886639
16,0.8968066541935172,0.6910810667113175,1.1025322416757168,4.737387327867296,4.6807878065575075,0.662798847383018
17,1.0095058224311708,0.8145598766147845,1.2044517682475573,4.555629900057147,4.50572234027781,0.6942417251368659
18,0.797739936667616,0.6038530811219104,0.9916267922133216,4.501653512588673,4.490258670060036,0.6519856174370762
19,0.8541751771780687,0.6731484666948635,1.0352018876612739,4.091216010667148,4.030523177254227,0.7197192125431159
20,0.7680284338464669,0.553040641329377,0.9830162263635568,4.574301349651,4.544534577509372,0.7259309709267179
21,0.8733919631870923,0.6783376350950738,1.0684462912791108,4.406264454698446,4.380305660218259,0.7132590800639134
22,0.8904654783630598,0.6920285178556681,1.0889024388704516,4.781845595885283,4.731970241148535,0.7281542825354063
23,1.016779027992024,0.8153676177831891,1.2181904382008586,4.600271651710267,4.5221784277626735,0.8746102136120592
24,0.7838277745699681,0.5858484963689906,0.9818070527709456,4.35375717821324,4.313110235840149,0.711179897363872
25,0.9423103135479164,0.7462063888563557,1.138414238239477,4.557456615666651,4.498876178879178,0.6669263807880506
26,1.054342622188678,0.8606351026723955,1.2480501417049605,4.417155035674485,4.384262973789713,0.7577573115126499
27,0.972245727516918,0.7793597182469996,1.1651317367868363,4.566370862552728,4.496568823621146,0.6605354562590012
