,coef,2.5%,97.5%,loss_Y,fs_loss_mll,fs_loss_mlm
0,1.0451823511501748,0.912526363780235,1.1778383385201145,1.3035354656123235,1.3498254650349621,0.668370982467242
1,0.8203072530277546,0.6856375537085654,0.9549769523469439,1.3196630419363868,1.342496860730006,0.6859439794057933
2,0.9015693545648976,0.7606155161195769,1.0425231930102183,1.3626962507738554,1.3901012389797769,0.665664868292065
3,0.9888343278241104,0.8492453015417176,1.1284233541065032,1.3846915169260212,1.4433812436053999,0.6858591564383518
4,0.7795635283187211,0.6343444498832417,0.9247826067542005,1.4510527748087296,1.4860581513866447,0.6908843237125324
5,0.9086797806746175,0.7724796322209244,1.0448799291283106,1.3292712457853662,1.3844151674041596,0.6853347565140278
6,0.8345218241652098,0.6948419422444618,0.9742017060859578,1.3722691286511646,1.4221460252740685,0.6849003977599639
7,0.848854263574535,0.7153215482600443,0.9823869788890256,1.2997836840086254,1.348091573393353,0.7187146429211712
8,0.8907405102311441,0.7517401625646414,1.0297408578976468,1.3290167674576359,1.3541423619144435,0.6862479117882838
9,0.8676859345858788,0.732829033261547,1.0025428359102107,1.3985873433428733,1.4005161698991024,0.7239655078688415
10,0.9016349763747038,0.7638367744701247,1.039433178279283,1.3070098553051426,1.352659628966107,0.7011738619728621
11,0.7541966968686097,0.6188999529594413,0.889493440777778,1.2612959163081225,1.280371926436863,0.6772115450304432
12,0.9302198249430175,0.7991360611208693,1.0613035887651656,1.286919675956818,1.3434530862907665,0.6873411636273492
13,0.7839595420507027,0.6498044102746741,0.9181146738267314,1.2857779550097517,1.3174564526526342,0.6796868665091086
14,0.8745222942501113,0.7424295566230382,1.0066150318771843,1.232124148572472,1.274602138862585,0.6876811699284131
15,0.8735038539588666,0.7387947272705866,1.0082129806471467,1.2630459691894689,1.2931538480671694,0.6780321205286268
16,0.9410201265874854,0.804273094283922,1.0777671588910487,1.3437051890388425,1.399440761324523,0.6757729923691252
17,0.8614746424079909,0.7270275258082426,0.9959217590077392,1.293462769353621,1.3228450295616843,0.6768895225364455
18,0.9097990313337114,0.7740803925947464,1.0455176700726765,1.3304974735219646,1.3710406338715966,0.6899315661823596
19,0.9106429477731192,0.7794711200813931,1.0418147754648452,1.2373133771632083,1.2965297965822005,0.6998863996474425
20,0.9416276733528022,0.8106819095263034,1.072573437179301,1.3077790634328306,1.3446502612934723,0.7072735499049909
21,0.7517504841756824,0.6140875178308861,0.8894134505204786,1.276315146077074,1.3113552118578862,0.6675295326775568
22,0.9158676823666148,0.7843253879194695,1.0474099768137601,1.3187781331039028,1.3320925579692913,0.6907202594480225
23,0.8358734704699142,0.6950706534588185,0.97667628748101,1.406817075177979,1.4226400357814264,0.677863576321067
24,0.8719406189534333,0.7362628777279807,1.007618360178886,1.37450085779761,1.374329505573142,0.6877776713668541
25,0.7759474756417487,0.6330691290625392,0.9188258222209582,1.3312025816558275,1.35410959995465,0.6639617567934434
