,coef,2.5%,97.5%,loss_Y,fs_loss_mll,fs_loss_mlm
0,0.4423494402627643,0.3771634871621681,0.5075353933633605,1.4286879635368104,1.7038195745101379,1.3319777538217383
1,0.4984870154579883,0.42976591446476,0.5672081164512166,1.5665775879721855,1.823135417773984,1.3064570869518373
2,0.41497128174095954,0.3449387596790273,0.48500380380289176,1.5273672795771482,1.8284907889127173,1.279829981763842
3,0.5246263977855558,0.4529556017375451,0.5962971938335664,1.673859436070537,1.9534563585009193,1.2910220215756822
4,0.47034770933809833,0.3991527473837917,0.541542671292405,1.5473369498818565,1.814950445336202,1.2628225344854163
5,0.4828929836077876,0.4163988257758613,0.5493871414397139,1.4462270583163614,1.7191887709916447,1.3827804289010046
6,0.44968934576567526,0.3836257440374508,0.5157529474938998,1.3913618927839817,1.6756580012469662,1.1746435713208612
7,0.4204424647129235,0.350390274220486,0.490494655205361,1.5380817249518495,1.7686944928718322,1.31258718874637
8,0.48094137418614463,0.4123295534728646,0.5495531948994247,1.5238100644562118,1.845272160128034,1.324395472273045
9,0.40662093797948884,0.3384083757816671,0.4748335001773106,1.543208660262027,1.8061658509483387,1.3752357772504362
10,0.5312310626306598,0.46353518098363944,0.5989269442776801,1.5131157109713633,1.7782511770460327,1.1776230103768004
11,0.4652148080463378,0.39543454494235175,0.5349950711503239,1.5423366349661014,1.8210891475204505,1.3003117262242154
12,0.4290074256883594,0.3703743028390678,0.48764054853765104,1.401147289544241,1.6701900815739528,1.4503068228505795
13,0.42114498670914235,0.35209692932953607,0.49019304408874864,1.4876073650667632,1.7470132177130266,1.3200826623385005
14,0.48636885645626177,0.42114574358914564,0.551591969323378,1.6429347839018493,1.9404169022345303,1.4225408507600454
15,0.3900584288693596,0.32686857426107285,0.45324828347764634,1.5716847381256296,1.7830859610558223,1.3624459174234438
16,0.5591411338919055,0.48898658286880636,0.6292956849150045,1.6397978317428552,2.019643111901766,1.2648847475071003
17,0.41964698515485765,0.35761840824289975,0.48167556206681555,1.4891113042632624,1.7514581077349785,1.4267324158671972
18,0.5052671019591707,0.4423068414600839,0.5682273624582574,1.5858003257104412,1.8939501269840568,1.3638750040383678
19,0.5394917551976783,0.4749009963872721,0.6040825140080845,1.6579813495036446,1.9629005105961457,1.3090602900704285
20,0.5060952161146088,0.43578769160887076,0.5764027406203469,1.615960264571444,1.8859391530636083,1.2504427371497622
21,0.45854392856389137,0.389737213556452,0.5273506435713307,1.5871549743681348,1.8271879122789083,1.2944048744945396
22,0.4562582920803194,0.3887351838509567,0.5237814003096821,1.4916122794676898,1.772452921546053,1.4082096513185878
23,0.43462054722040216,0.36210563052029604,0.5071354639205082,1.5837163612577683,1.8566116821634457,1.2576315783926433
24,0.41854168703003664,0.3519979556657741,0.4850854183942992,1.4997618380367999,1.721179710426601,1.344970397844361
25,0.43852900078265267,0.37843457163917815,0.4986234299261272,1.4821506078922149,1.7716735200820206,1.4844927984044316
26,0.3972432245073272,0.3283808062594846,0.46610564275516975,1.526660081948381,1.7070316902773692,1.284048625359269
27,0.45322997354865735,0.3922648036775615,0.5141951434197531,1.3343075641226319,1.5937088688322212,1.3340723046163243
28,0.45034155142953647,0.3800476882191393,0.5206354146399337,1.6836617975103787,1.9306489796306372,1.3373803240306887
29,0.45788284989506634,0.38983242567268533,0.5259332741174473,1.487328715193299,1.772954035384496,1.3334969819360933
30,0.4627023666298786,0.39831688485144245,0.5270878484083148,1.4408135429176165,1.6946292869655102,1.304960214105135
31,0.45660611839421245,0.3920717326076348,0.5211405041807902,1.487001735956148,1.7192288049653661,1.339510909065818
32,0.39919392637645573,0.33243277296741675,0.4659550797854947,1.3968959955636941,1.6256806824512373,1.3320472260696947
33,0.4352477094294936,0.3656169502369979,0.5048784686219893,1.5441568371298042,1.7837152316005789,1.2752336278824459
34,0.5169522110024194,0.45234237834108415,0.5815620436637546,1.6020697855685804,1.9244036001250446,1.2139131403060472
35,0.40455242936979025,0.3418803641939737,0.46722449454560677,1.483758156569354,1.6514363067977407,1.2954566060681858
36,0.44898688261170977,0.3879442470747735,0.510029518148646,1.5747401915228203,1.8264955797722646,1.416817271379497
37,0.49934468377808083,0.433813936919353,0.5648754306368087,1.4740672875593637,1.72094185595682,1.312696105706214
38,0.47565732705006203,0.404380048124052,0.546934605976072,1.628030969824165,1.8469266625760048,1.2182838251518264
39,0.47791879626446887,0.41277354620828,0.5430640463206577,1.5577885104880533,1.8471578805654536,1.368877232402899
