,coef,2.5%,97.5%,tune_loss_mlg,tune_loss_mlm,fs_loss_mlg,fs_loss_mlm
0,-1.3820242515301058,-1.4226948664454002,-1.3413536366148113,0.06220605559144334,0.6688630064394151,0.059836597675476784,0.6709169077291554
1,-1.3852513439862124,-1.4299841911818167,-1.340518496790608,0.06149163574950055,0.6669268773085091,0.06467276469020497,0.6733899973684585
2,-1.4122783262474146,-1.4559797452629442,-1.368576907231885,0.06357269181883965,0.660774895668278,0.06397372575818217,0.6603081622545821
3,-1.3774154896977677,-1.4227938856007243,-1.3320370937948112,0.06512866596035533,0.6569311709136686,0.06761680156192477,0.6571777114142019
4,-1.389140444011906,-1.4314985743241693,-1.3467823136996426,0.05675480560558538,0.6572299182472607,0.06027500805890255,0.6600043271216134
5,-1.3615260570185528,-1.4031203111320367,-1.3199318029050688,0.060259945973174245,0.6588239180816582,0.061328755161854695,0.6671219213932457
6,-1.3628622343390988,-1.4041173203131623,-1.3216071483650353,0.058577476774641944,0.676295508368758,0.05718336765410355,0.6785912857360559
7,-1.4240636767912846,-1.468032999924465,-1.3800943536581043,0.06186428999914693,0.6641833923265861,0.06214402444605986,0.6670447890206883
8,-1.379650997632107,-1.423624853225189,-1.335677142039025,0.0596910119890255,0.6568628670481056,0.06171002547175068,0.6585491731826894
9,-1.3667405724215542,-1.409770948996235,-1.3237101958468735,0.06269788057589575,0.6614060592352639,0.06105212918593037,0.6593047336040752
10,-1.4573783731521461,-1.5026078963435567,-1.4121488499607355,0.06316100138476115,0.6620248282921336,0.06543356645627428,0.6627365587725254
11,-1.3541327571769524,-1.3957824157435548,-1.31248309861035,0.061608730843937885,0.6512269850113066,0.06177855124098757,0.6564112054489787
12,-1.4019247646903208,-1.4457849127644893,-1.3580646166161523,0.06621049143219274,0.6481572090484149,0.06255833469810321,0.65002603290478
13,-1.3958289366781005,-1.4399696950344838,-1.3516881783217172,0.06041963176057545,0.6493053150783454,0.061831674589878545,0.6516501327887131
14,-1.4262370813480756,-1.4702215465673285,-1.3822526161288227,0.05799243975249256,0.6441112377418428,0.05891986451219518,0.6458341264569593
15,-1.4237250756186777,-1.4688012630028182,-1.3786488882345371,0.06422415904486063,0.6465053645252852,0.06428387715360259,0.6507513418929609
16,-1.3969150493596476,-1.4407853223330105,-1.3530447763862847,0.06776100854615044,0.6691848527054688,0.0647799099888996,0.6715488437800566
17,-1.3871042958984097,-1.4309260571863898,-1.3432825346104296,0.06227973184951976,0.6639379773581752,0.0661928835533777,0.6674052865191973
18,-1.4077292664551178,-1.4518205353944564,-1.363637997515779,0.058377134280728736,0.667164044586397,0.059872363873167286,0.6719039457629299
19,-1.3546466470803893,-1.3963108708275653,-1.3129824233332132,0.06160753970936422,0.6720983863806186,0.061248924486834826,0.6736042713722509
20,-1.4120511292445734,-1.4561987336083304,-1.3679035248808165,0.05906118291791147,0.6498402889433396,0.05930152865509206,0.6491933140335007
21,-1.420492755881193,-1.4629075652555925,-1.3780779465067936,0.05654389503522965,0.6548399352933788,0.0569273497701006,0.6570622984698173
22,-1.3766830892490092,-1.4175036627630775,-1.3358625157349409,0.05644471228675287,0.6569336102400019,0.05557348887838185,0.6560244906887198
23,-1.4034451989567418,-1.4486759540630185,-1.358214443850465,0.061214151878972424,0.651435316536622,0.06535662885895477,0.6536066264905269
24,-1.422687964732364,-1.469713280115267,-1.375662649349461,0.06225710723240045,0.6492907594862349,0.06809097499276981,0.6505547329835283
25,-1.37338435258134,-1.415514951023891,-1.3312537541387892,0.061926031816254876,0.6659230135809143,0.061375065160357775,0.6685611077041431
26,-1.3898685880583157,-1.4316602963082061,-1.3480768798084253,0.06269907985805956,0.6647215471412222,0.064248394117854,0.6644828631258163
27,-1.4136489482195373,-1.4563206992822597,-1.370977197156815,0.05920962954463688,0.6657161952635773,0.05800676849159015,0.6701742428848575
28,-1.3947441204594522,-1.4406307299855339,-1.3488575109333705,0.06023494340792749,0.6541216097731752,0.0607679878767537,0.6587564414701041
