,coef,2.5%,97.5%,tune_loss_mll,tune_loss_mlm,est_mll,est_mlm,config_mll,config_mlm,loss_Y,fs_loss_mll,fs_loss_mlm
28,0.9393993149052605,0.8048630394160601,1.073935590394461,0.969874789257609,0.6533488400015827,lgbm,extra_tree,"{'n_estimators': 29, 'num_leaves': 6, 'min_child_samples': 3, 'learning_rate': 0.272144201539386, 'log_max_bin': 9, 'colsample_bytree': 0.9490340504083986, 'reg_alpha': 0.0027637646383879186, 'reg_lambda': 0.09714132251350496}","{'n_estimators': 8, 'max_features': 0.10216107974101224, 'max_leaves': 11, 'criterion': 'entropy'}",1.282564387205556,1.3534841827179298,0.6733633542608616
29,0.9338283160098302,0.79730438019402,1.0703522518256405,1.18671251920439,0.6373701842820119,lgbm,lgbm,"{'n_estimators': 4, 'num_leaves': 11, 'min_child_samples': 8, 'learning_rate': 0.6552706779747857, 'log_max_bin': 8, 'colsample_bytree': 1.0, 'reg_alpha': 0.006236778740303794, 'reg_lambda': 5.006176453374065}","{'n_estimators': 16, 'num_leaves': 6, 'min_child_samples': 3, 'learning_rate': 0.3074849677043393, 'log_max_bin': 6, 'colsample_bytree': 0.8828177256560057, 'reg_alpha': 0.0009765625, 'reg_lambda': 1.2883884559171506}",1.4240321220466707,1.5105593829057293,0.7076561406514786
30,0.7877872281782295,0.6492757587997519,0.9262986975567072,1.2099787558779145,0.6260226122742775,lgbm,xgb_limitdepth,"{'n_estimators': 4, 'num_leaves': 4, 'min_child_samples': 9, 'learning_rate': 0.7018495695341709, 'log_max_bin': 10, 'colsample_bytree': 0.9184742042289002, 'reg_alpha': 0.0733355985854149, 'reg_lambda': 0.4560303858506615}","{'n_estimators': 59, 'max_depth': 2, 'min_child_weight': 64.04154821451068, 'learning_rate': 0.45882697772276815, 'subsample': 1.0, 'colsample_bylevel': 0.9314848656936705, 'colsample_bytree': 0.7300324015947092, 'reg_alpha': 0.0009765625, 'reg_lambda': 10.148161814147052}",1.389710250129379,1.4218535685883422,0.6977758405191082
31,0.7444601502318825,0.6000365633770275,0.8888837370867375,1.2959678220179263,0.6508576236815331,lgbm,extra_tree,"{'n_estimators': 5, 'num_leaves': 4, 'min_child_samples': 12, 'learning_rate': 0.6586925028841699, 'log_max_bin': 9, 'colsample_bytree': 0.9724084745031106, 'reg_alpha': 0.004307195449665433, 'reg_lambda': 0.3752328565851639}","{'n_estimators': 10, 'max_leaves': 10, 'max_features': 0.282562399521797, 'criterion': 'entropy'}",1.4088302734498674,1.4503302496605015,0.6726686936727447
32,0.8828517496754117,0.7400607222954395,1.0256427770553838,1.367926772820544,0.6085344038757623,lgbm,xgboost,"{'n_estimators': 433, 'num_leaves': 6, 'min_child_samples': 4, 'learning_rate': 0.1311683227990805, 'log_max_bin': 5, 'colsample_bytree': 0.6388478810975344, 'reg_alpha': 0.008110414105028607, 'reg_lambda': 0.018612361996608914}","{'n_estimators': 29, 'max_leaves': 9, 'min_child_weight': 2.60860952773009, 'learning_rate': 0.14412940060727653, 'subsample': 0.9586805189843034, 'colsample_bylevel': 0.9510847374951135, 'colsample_bytree': 0.6496265197748313, 'reg_alpha': 0.0009765625, 'reg_lambda': 0.6780318695760814}",1.4292127616182615,1.4873258118197437,0.7031229766833317
33,0.8229112771173384,0.6447613261389924,1.0010612280956843,1.6918797471519427,0.6335079904257419,xgb_limitdepth,rf,"{'n_estimators': 9, 'max_depth': 5, 'min_child_weight': 0.7262196580236445, 'learning_rate': 0.7935551146413818, 'subsample': 1.0, 'colsample_bylevel': 1.0, 'colsample_bytree': 0.9493305019064923, 'reg_alpha': 0.013979102851735113, 'reg_lambda': 0.1316210844232904}","{'n_estimators': 4, 'max_leaves': 11, 'max_features': 0.1923754842563683, 'criterion': 'gini'}",2.197781971887059,2.263729703274719,0.7032436433800426
34,0.9241135857407883,0.779438658947686,1.0687885125338905,1.4605589817158113,0.6460767126830437,xgb_limitdepth,lgbm,"{'n_estimators': 62, 'max_depth': 2, 'min_child_weight': 0.06986000095658221, 'learning_rate': 0.2491997608482519, 'subsample': 0.8983497131689441, 'colsample_bylevel': 0.9058517017109315, 'colsample_bytree': 0.9489240560999183, 'reg_alpha': 0.06349673129677047, 'reg_lambda': 0.01120104241659296}","{'n_estimators': 13, 'num_leaves': 4, 'min_child_samples': 23, 'learning_rate': 0.24749079582429478, 'log_max_bin': 8, 'colsample_bytree': 1.0, 'reg_alpha': 0.0021138233859018985, 'reg_lambda': 8.02832566601602}",1.495422236879498,1.5413079457925078,0.6795221508708976
35,0.8004205302747627,0.6693003438618578,0.9315407166876676,1.1269050100052083,0.6144915510918579,extra_tree,xgboost,"{'n_estimators': 6, 'max_features': 0.9568974388996025, 'max_leaves': 15}","{'n_estimators': 18, 'max_leaves': 7, 'min_child_weight': 2.502967701298985, 'learning_rate': 0.30177101650334914, 'subsample': 0.9705594321279309, 'colsample_bylevel': 1.0, 'colsample_bytree': 0.9960958280153287, 'reg_alpha': 0.005771390107656191, 'reg_lambda': 0.037724573912107845}",1.3190328562383935,1.389741777561665,0.7197820024596365
36,0.9822286234327634,0.8487428142109494,1.1157144326545774,1.1773151244119415,0.6478863566601252,lgbm,rf,"{'n_estimators': 45, 'num_leaves': 6, 'min_child_samples': 16, 'learning_rate': 0.10969053340449708, 'log_max_bin': 3, 'colsample_bytree': 0.7679956566268157, 'reg_alpha': 0.05941949352945245, 'reg_lambda': 0.0009765625}","{'n_estimators': 5, 'max_features': 0.07683492989872481, 'max_leaves': 15, 'criterion': 'entropy'}",1.363108740002838,1.4292450951053892,0.70285451846813
37,0.6456224373870297,0.5220426331357667,0.7692022416382928,0.9014637113001845,0.6389907739472156,xgb_limitdepth,xgboost,"{'n_estimators': 14, 'max_depth': 4, 'min_child_weight': 1.1525583906058532, 'learning_rate': 0.28287808875706294, 'subsample': 1.0, 'colsample_bylevel': 1.0, 'colsample_bytree': 0.7719123615695099, 'reg_alpha': 0.017975056484377333, 'reg_lambda': 2.729359170293765}","{'n_estimators': 20, 'max_leaves': 4, 'min_child_weight': 0.5562479773443737, 'learning_rate': 0.6468506299232892, 'subsample': 0.5628971247719887, 'colsample_bylevel': 0.7057245814586616, 'colsample_bytree': 0.9524959797660157, 'reg_alpha': 0.0009765625, 'reg_lambda': 3.4480540876368075}",1.3073445246093087,1.4361832578353544,0.905635111413734
