,coef,2.5%,97.5%,tune_loss_mll,tune_loss_mlm,fs_loss_mll,fs_loss_mlm
0,-0.44313780933119895,-0.6990646017662987,-0.18721101689609915,1.448138619984143,0.6251454932404049,2.3434591863316627,0.7258977099951441
1,-0.6703495575537036,-0.9108285243606562,-0.42987059074675105,1.729589140795292,0.6156743336018258,2.1586341231837034,0.7289996530261345
2,-0.5832280388772888,-0.8057064735203483,-0.36074960423422936,1.5938436145383479,0.629662308000902,1.7911385692006005,0.7387143448077518
3,-0.5564909172138823,-0.7917435022380288,-0.32123833218973585,1.588683198103442,0.6402001387055469,1.8727715307057444,0.6932435269283441
4,-0.5087121664680261,-0.7497032948280979,-0.2677210381079542,1.627124341820874,0.6267924112697106,2.1309609427176497,0.7429630247002655
5,-0.5668239807700562,-0.8222397538459734,-0.31140820769413907,1.3379351262111117,0.5674807794929124,2.234220917205139,0.7339745285165505
6,-0.5316735638912579,-0.761306086818281,-0.3020410409642347,1.582716457602077,0.6484674659391112,1.8549365478880218,0.7133419823901729
7,-0.5876844098666685,-0.8222669667119653,-0.35310185302137165,0.9835863635480423,0.6176533518518426,2.117950214902088,0.7226562144975316
8,-0.8103039998498011,-1.0441116764577825,-0.5764963232418195,1.57099920952578,0.6263344248843671,2.2073367939478072,0.7777348657310856
9,-0.5813171822514828,-0.7962730780786687,-0.3663612864242969,2.036694922045395,0.6341237680651736,2.0173596142107746,0.8138631769510603
10,-0.49214763573505876,-0.7171082059484559,-0.2671870655216616,1.6221997216505883,0.5483105759919998,2.5549284862028707,1.072081400981961
11,-0.7945411851815751,-1.0226694848928046,-0.5664128854703456,1.6568831292421322,0.6518615168098001,1.924197364382295,0.7014327067483686
12,-0.7719217663753674,-0.9719787494363207,-0.571864783314414,1.4403224309925553,0.46698246023221784,1.758750367732401,0.802322777063353
13,-0.39879275023539434,-0.6491977178112268,-0.14838778265956187,1.4663064776314232,0.6069659628331474,2.197487472355703,0.7261189083920995
14,-0.9337797406330115,-1.1591474679661151,-0.708412013299908,1.5375895100220953,0.5900708322075661,1.8697772134080541,0.7139829163741089
15,-0.61798189860206,-0.868585444837974,-0.3673783523661461,1.1651920175539487,0.6099130493370053,2.035489780915531,0.6823565872232955
16,-0.29144810213019945,-0.5362723622592227,-0.04662384200117614,1.3160793816874221,0.6227440374963771,2.331786443437629,0.7866693091647551
17,-0.7078049692365149,-0.9411368315178511,-0.47447310695517875,1.5901392602205073,0.5860403976440703,2.151046772373801,0.7704996139165848
18,-0.45287987428119303,-0.7041596337831098,-0.20160011477927625,1.8033847142064412,0.6317101801002393,2.3748750494280415,0.7826192349087777
19,-0.471656018354389,-0.7006337739098613,-0.2426782627989167,1.6492178784874625,0.6312095848021453,1.841481289711245,0.7247541329067446
20,-0.5727478181655837,-0.8049607535333311,-0.3405348827978364,1.2077057212438733,0.6169104696085224,1.9311689655132687,0.703965224127791
21,-0.6646712197694091,-0.8894912085886378,-0.4398512309501804,1.7779897417900588,0.6461563556944796,1.9700376822177332,0.7218855583941202
