,coef,2.5%,97.5%,tune_loss_mll,tune_loss_mlm,fs_loss_mll,fs_loss_mlm
0,57.16975701476709,38.83921706823852,75.50029696129567,332.90775660368257,0.4641608452530675,776.9364037537154,0.8472806087964997
1,57.971816108206724,51.806592408945775,64.13703980746767,247.17854180668277,0.6004427290966299,573.2160816785645,0.7438653001216584
2,63.7873902015794,58.319309617983066,69.25547078517573,371.2175598322771,0.6210990557224186,884.1086361058009,0.6703476642450091
3,52.39065477350028,42.15599622214933,62.625313324851234,87.6841124976856,0.5575450637643793,845.2250232729185,0.7368124045480147
4,63.713787730339966,34.73987582428898,92.68769963639096,465.2630199244302,0.570766985759862,1320.418847017469,0.7700773373075941
5,56.58661080451063,49.89465564433056,63.27856596469069,281.5408680790885,0.5486540872049113,559.4948386924285,0.7175209745892066
6,58.48337963692594,36.567345552096384,80.3994137217555,205.52991553082492,0.4752206677423085,951.4240291323646,0.9772218675314709
7,61.29769597990185,52.99970092665795,69.59569103314576,210.64675710258234,0.4989772743918477,927.1442303082081,0.7009190758439825
8,56.952567577709125,51.93891549611294,61.96621965930531,198.23463490907358,0.6420798858402635,671.0600230864977,0.6770930182250549
9,54.73827462092483,41.50247153562261,67.97407770622704,488.89231163237156,0.5584124270601364,529.1223467963079,0.7814142881508468
10,60.547722923967946,51.117082228484044,69.97836361945186,826.2593905390611,0.5472152192108939,3260.468992122461,0.6504585213114331
11,53.95060009020975,43.17222037151585,64.72897980890365,396.1613362469289,0.4912459899575751,1461.1187459320784,0.764646932313192
12,67.52013476474662,54.767596690157546,80.27267283933568,282.3730629703439,0.5891784785879678,745.2741972988479,0.7253054724363824
13,63.74675393235179,54.33478495002177,73.1587229146818,239.59817360664277,0.5687246984513051,995.5815087136757,0.73572611589184
14,59.598502635345,52.67787645408971,66.51912881660029,181.64796025320268,0.6282546472885266,757.6711877397059,0.6721054451135635
15,60.60000144414213,51.760466845114024,69.43953604317024,189.13514382144797,0.5872612405007853,482.1679583008692,0.8307194523004302
16,63.58241917804472,54.608391185115586,72.55644717097384,476.7365370836683,0.6276721476123099,1556.2970692556132,0.6457562563219706
17,57.19364366126304,50.68190215991106,63.705385162615016,994.1946066586847,0.5852609139311388,694.2824455399247,0.6608662228016139
18,63.3351172562109,56.926700755275725,69.74353375714608,498.80939178689056,0.6251593353645958,936.5103881188599,0.6809089242854701
