,coef,2.5%,97.5%,fs_loss_mll,fs_loss_mlm
0,0.2997397123871497,0.014227324672895836,0.5852521001014035,5.233565765493962,0.6842427724378108
1,0.3801725146518238,0.07685287626414422,0.6834921530395033,5.513070715804947,0.7002182965902379
2,0.05291950490729424,-0.24689751482562267,0.35273652464021116,5.648551991200105,0.6886910944200619
3,0.5136496593840657,0.212585479606816,0.8147138391613153,5.5897782320425575,0.6913204338390871
4,0.23858745714835805,-0.0767635451367728,0.5539384594334889,6.034669217553262,0.6857044733043016
5,0.4466962891686204,0.1478601645598142,0.7455324137774266,5.520713144406714,0.6846753746700646
6,0.11672141674009268,-0.18818209212401282,0.4216249256041982,5.535529246108694,0.6955248236835023
7,0.31151991587388583,0.024824010597881307,0.5982158211498904,5.067839248542134,0.6911692515919622
8,0.19237304546016418,-0.10164233224629274,0.4863884231666211,5.451073815557431,0.6793106181326043
9,0.24117137223170348,-0.05145696456469012,0.533799709028097,5.244358980344183,0.6903607446553893
10,0.32481130483985726,0.034021702095882456,0.615600907583832,5.259087365900687,0.68587079863131
11,0.3418859330799397,0.04178817646160926,0.6419836896982701,5.50381398665899,0.6919005939009187
12,0.22245708885152118,-0.06596087739447495,0.5108750550975173,5.084992502910951,0.7014835930622109
13,0.36475583451561217,0.06212609377969974,0.6673855752515245,5.6425485453008735,0.6774575068589723
14,0.1795138789289412,-0.1083498659349296,0.467377623792812,5.174443865311391,0.6951570490134222
15,0.47763823287140456,0.18380171035676207,0.771474755386047,5.330868721209216,0.6802455006411314
16,0.19160193711435156,-0.10030233595086283,0.48350621017956597,5.234564070760234,0.6805656069883823
17,0.21100119813032683,-0.08204689693815773,0.5040492931988114,5.425884252861605,0.7027958243994106
18,-0.2231488659778022,-0.5065208195125054,0.06022308755690098,4.863098448599092,0.6977287046481723
19,0.32264374239799504,0.021893740233116132,0.6233937445628739,5.2765292455473585,0.7001250348026073
20,0.28520415847381686,0.0038910692897206056,0.5665172476579131,4.899098141430855,0.6868395048874322
21,-0.08772277205546945,-0.3850451442828581,0.20959960017191914,5.348562095600989,0.6866071531035254
22,0.17672580230727955,-0.11904381238354997,0.47249541699810904,5.575371030875041,0.6973488034486406
23,0.10814412594333626,-0.19041174975992647,0.40670000164659903,5.446966251896538,0.6886964472818002
24,0.28044880529634647,-0.006377520325132335,0.5672751309178252,5.155672461915273,0.688038793902459
25,0.24114673053859662,-0.06272720093986009,0.5450206620170533,5.639084035430968,0.6798012052316119
26,-0.10060137714942707,-0.3833730749413943,0.18217032064254013,4.89636706571089,0.6808644071840306
27,0.41783428089690244,0.11257875643321136,0.7230898053605935,5.677057104811925,0.6900665002890137
28,0.394189724540054,0.09303280648741657,0.6953466425926915,5.522893341426096,0.6864632667844942
29,0.09736434353529785,-0.19135414749709975,0.38608283456769543,5.111300016804622,0.6876792568671862
30,-0.008271464802703847,-0.3064553742951493,0.2899124446897416,5.76850233070875,0.6907667161012727
31,0.12349829190831302,-0.16976421020647897,0.416760794023105,5.53667560425368,0.6799647617403071
32,0.3122980104854348,0.01379349766645327,0.6108025233044163,5.5109988090579725,0.6893742411160524
33,0.4105103880730703,0.10368190975707053,0.7173388663890701,5.859582473921563,0.6755238128112624
34,0.09310399808554737,-0.21276367153834758,0.3989716677094423,6.060531573534164,0.6839827720277232
35,0.26814158963049567,-0.023041742180583358,0.5593249214415748,5.2358419488200125,0.6864178836212166
36,0.07620863995371423,-0.2117951962792709,0.3642124761866994,5.072288845750906,0.6788643040083673
37,-0.0017120768482594216,-0.29295476413391736,0.28953061043739853,5.071005411229232,0.6827869234198918
38,0.4768070619753326,0.17091503238571698,0.7826990915649483,5.665204682589532,0.7013185021920287
39,0.34261010731455405,0.04403946656389818,0.6411807480652099,5.456252961425331,0.690423507093548
40,0.41885056662974895,0.1097013488893459,0.727999784370152,5.810480751887103,0.6941129189276786
41,-0.004142404112447068,-0.29508876700358666,0.2868039587786926,5.295986139708934,0.6881272423748526
42,0.09734429569130325,-0.1941253112955148,0.3888139026781213,5.348826247954563,0.6729358976329364
43,0.1144485972352103,-0.18128682210804903,0.4101840165784696,5.241220045841729,0.6817353207866236
44,0.07361635925002645,-0.21127888456590005,0.358511603065953,5.276336189876002,0.6885004453881473
45,0.2758896653105135,-0.021171660405458315,0.5729509910264854,5.450203170798514,0.69688977726542
46,0.03523449097450762,-0.2775658146798402,0.3480347966288555,5.236816058140696,0.6755237446754813
47,0.385779199262778,0.10105138913382272,0.6705070093917332,4.967268725787464,0.6926872918588686
48,0.10178133037947809,-0.1807743596758379,0.3843370204347941,4.883561479617036,0.6745621489306558
49,0.3801377016153158,0.08303509537592901,0.6772403078547026,5.300972201571913,0.6792751947699694
50,0.18947817948721077,-0.10508924287635643,0.48404560185077794,5.254805377211897,0.6822626138277018
51,0.06790325516395615,-0.20489715025092922,0.3407036605788415,4.789946781212556,0.6809117397361545
52,0.4076057932115592,0.10268596804931901,0.7125256183737994,5.7559767499463375,0.685835760886319
53,0.4590224020619016,0.15798437435165053,0.7600604297721527,5.6882527375891545,0.687598946360797
54,0.2483995118627247,-0.04464464494600562,0.541443668671455,5.145472438964875,0.6907814871005317
55,0.040066546373396635,-0.2437891993547429,0.32392229210153617,5.222782701253936,0.69227441023552
56,0.20121827888444477,-0.09492406692929051,0.49736062469818004,5.57870137799754,0.6964051012072697
57,0.24499783335783945,-0.09614011009786902,0.5861357768135479,7.0677219043544275,0.6944311132586647
58,0.24023888151296152,-0.061608459288383155,0.5420862223143061,5.358107109585685,0.691814441952412
59,0.19368699891835123,-0.10523169590231851,0.49260569373902097,5.286508374766157,0.6935851013689541
60,0.3292670164101688,0.03967023207490927,0.6188638007454283,5.177816771545728,0.6846943044599721
61,0.436147643169523,0.12658965850510162,0.7457056278339443,5.819931766052713,0.6818323274944076
62,0.0735872370787385,-0.22085413588810687,0.36802861004558385,5.547834626946351,0.6784695152555641
63,0.15789769629802683,-0.13540844392706705,0.4512038365231207,5.340984385624783,0.679549465135055
64,0.1993260639696101,-0.08417930297693615,0.4828314309161564,4.882764708349957,0.6906936928682107
65,0.2744345660029733,-0.015202548024474904,0.5640716800304215,4.8121998270327575,0.6867242141078732
66,0.3430174930544532,0.04071241488393862,0.6453225712249678,5.59369952701991,0.6876337924746174
67,0.07832283600764205,-0.20211278434181096,0.3587584563570951,5.016200069920535,0.6831154189952562
68,0.09617585518654641,-0.19204829618483482,0.38440000655792766,5.187117592916377,0.6936493189687455
69,0.0693531593224011,-0.23527615337011432,0.3739824720149165,5.7782728116939746,0.6973709613453042
70,0.042613022106094516,-0.2544089906943355,0.3396350349065245,5.280458677707815,0.6983374626373958
71,0.09996091062332038,-0.19173568856826737,0.3916575098149081,5.240654701324454,0.6932211039091055
72,0.38313291234788416,0.089167169456421,0.6770986552393473,5.405410753883807,0.6910199038627017
73,0.25861715318413564,-0.05288624092838845,0.5701205472966597,5.925226971484711,0.687253983400694
74,0.14756375139370378,-0.15607397409616994,0.4512014768835775,5.721878397320379,0.6894181808456791
75,0.19385429094683326,-0.10025899314725839,0.4879675750409249,5.469674916719912,0.6846896023772826
