,coef,2.5%,97.5%,tune_loss_mll,tune_loss_mlm,loss_Y,fs_loss_mll,fs_loss_mlm
0,1.2520538811847808,1.049060139526221,1.4550476228433407,3.5850568530943994,1.9165327876851042,3.212540804809804,4.840755093969372,2.4473222983413185
1,0.935983910713959,0.7551037203194642,1.116864101108454,3.9340509022188237,3.4822035014737303,0.8970556040874239,3.8520397712355865,3.247458937249178
2,0.611483364532723,0.21605116485651749,1.0069155642089285,3.237973363435958,3.732052090890515,2.598167075284018,3.3313600742740945,3.3978969415438427
3,0.7016019928851086,-0.22453616869330284,1.62774015446352,2.447771127205714,1.0523832002263445,3.135803147724741,3.540094124347214,1.152253881618782
4,1.0903685635644087,0.47335627754474485,1.7073808495840725,1.574901107231875,0.5921263352171627,1.3512005630893285,1.8965717336463572,0.6020059485643118
5,0.45895452367922407,0.0664558702489027,0.8514531771095455,2.253138666805459,1.5782385065177547,2.0264381557768902,2.3869462760555336,1.538408856883061
6,0.857975776136712,0.5022078491225854,1.2137437031508387,6.320886258432528,4.227375543121276,2.5361902075780085,6.019166528038431,4.32387007864993
7,0.7491716863982771,0.22823884584674858,1.2701045269498057,2.7549910591386957,1.4439894784990155,1.9472740538823836,2.6573932637933457,1.3854968559408676
8,1.042997400026079,0.8174898961812694,1.2685049038708889,8.705876326257675,7.600311523948338,2.9817336296257246,9.971681196240631,7.780861853910987
9,1.5381733791239505,1.1311546436790543,1.9451921145688467,5.54405758219812,1.8529797251406344,3.3586962936963722,5.870622074698561,2.046690190633389
10,0.9251569556147421,0.5843016947268924,1.2660122165025918,2.755855503925177,2.323208640666164,1.4019907159911358,3.449518912397928,2.8380452557020868
11,1.637750814162282,0.28474551656733693,2.990756111757227,6.268526721072458,0.5808305562630058,3.2622656526368123,5.269639048071375,0.6181719481455669
12,1.3649486541716727,1.075782658335723,1.6541146500076223,3.6707499375320403,1.7266101458418208,1.4515512876571255,4.645621667281051,1.9507599777115772
13,1.7573489598001388,0.8633697472147314,2.651328172385546,7.472813585620237,1.7051818021874485,2.8640572943173757,8.06567070910642,1.722989324305346
14,0.7999907949294883,0.3200828957516798,1.2798986941072967,2.534491141247989,1.4847690642302758,1.9297107253177992,3.1749025689479855,2.043694389242334
15,0.8194625858871283,0.10197618923552965,1.536948982538727,2.0673996333533053,1.172639623649097,1.3630377447781394,2.277677983577614,1.3979862068517601
16,1.337630497246557,0.6672750569785394,2.0079859375145745,4.300220897906728,0.9403441818994853,2.6092354666518323,4.206365185280494,1.0027676001719694
17,0.7581560656268493,0.0022262245014970095,1.5140859067522017,4.527037999200754,1.8605998598489975,3.3574843052882186,4.423185395876921,1.9167868175334852
18,0.7039040017766136,-0.022021227819966627,1.4298292313731937,3.2795917108628685,1.0265824379249886,1.844763631484502,2.726377017950095,1.5621499047327254
19,1.3060979880906427,0.790444998468962,1.8217509777123233,1.9022588874506234,0.6982123866171388,1.6449871211272806,1.9998503950917659,0.6594234618863577
20,0.7123784188892074,0.20285314023174095,1.221903697546674,1.999729686941933,1.6552661340056658,0.9969634753183806,1.9716183582808782,1.8056279039605276
21,1.1099060857602703,0.8077713192976275,1.412040852222913,3.247507396214979,1.6932273440840055,0.6799868470060633,3.1891634317999307,1.9941615046291492
22,1.115841747797444,0.7099959977220258,1.5216874978728623,3.8783899587559,1.5660987951258325,1.3760366662610812,3.407381555973541,1.5626506361345835
23,0.8072344315920875,0.3370736927171548,1.2773951704670203,3.809142998701561,2.229063877493048,2.076324937590141,3.4964625751799305,2.301934782463279
24,0.9300065192653247,0.41122550556584225,1.4487875329648072,4.389589976717659,2.652528418026195,2.113799552161136,4.462147475125384,2.9215894125766013
