,coef,2.5%,97.5%,fs_loss_mll,fs_loss_mlm
0,12.610685539775723,12.241612869506376,12.97975821004507,57.371754018997095,0.6889452100369446
1,12.772382936924817,12.386941714917416,13.157824158932218,60.002599569456855,0.6899742075966967
2,12.809876204208916,12.432147714370956,13.187604694046875,57.66975838358739,0.675490068066267
3,12.267026135046788,11.891275001144637,12.642777268948938,55.219818938550944,0.6858039763562624
4,12.437562153522014,12.029538123813143,12.845586183230886,58.77414109800087,0.67786708024316
5,12.614983221776185,12.236759893128708,12.993206550423663,57.9852564315513,0.6859703607012916
6,12.23468844030372,11.850183788064264,12.619193092543178,55.86532028631613,0.6789088535589105
7,12.547851510281681,12.173484705096254,12.92221831546711,57.05496419115849,0.6890440621936224
8,12.305573823263366,11.920520403153185,12.690627243373546,56.52815061728751,0.6832040823808311
9,12.118861767701617,11.73611914257613,12.501604392827103,54.79969149271208,0.6828233938112082
10,12.752031213984743,12.356563277542367,13.14749915042712,59.29510757745416,0.6792709719999405
11,13.081265866718004,12.685705565252555,13.476826168183454,60.92226695367766,0.676640284543582
12,12.523536749566212,12.155799253063215,12.891274246069209,57.23272329204742,0.6913294248579285
13,12.87791226599662,12.478022775847252,13.277801756145989,60.90143196526347,0.6865128734199787
14,12.903267009733835,12.520525837474976,13.286008181992694,59.67706128912717,0.6836038019745587
15,12.507126729232539,12.10582070931075,12.908432749154327,58.93576655549028,0.6823680680167618
16,12.681167571429622,12.281799225438334,13.08053591742091,60.087890657203275,0.6875472084863645
17,12.193495842160033,11.81477665649655,12.572215027823516,55.399447599750815,0.6879526030295056
18,12.529335835902884,12.141931479544322,12.916740192261447,58.6008511480554,0.6857819881992293
19,12.195105614013722,11.810104665511053,12.58010656251639,56.20654816022926,0.6913399485756376
20,12.527713852907846,12.140526976690994,12.914900729124698,59.14009493378071,0.693322947482226
21,12.521307083779051,12.127330497545481,12.915283670012622,58.88413525362259,0.6888897371631097
22,12.163805735522832,11.780444896599693,12.54716657444597,55.29807275620019,0.688717645945532
23,11.99466428868538,11.588259045479102,12.401069531891658,56.022925952352544,0.6818720114982099
24,12.672193857473548,12.295027668982335,13.049360045964761,57.69692475937378,0.6799450399591028
25,12.135461464748124,11.757452888387263,12.513470041108985,55.05826583685575,0.6874139858956908
26,12.226956529262662,11.847285981195338,12.606627077329986,54.643745657113115,0.6814998427374035
27,12.450818508183735,12.055096249228713,12.846540767138757,57.92596374541947,0.6806520183918687
28,12.433790684381169,12.032411998046742,12.835169370715596,59.20956564083851,0.6922854548093887
29,12.321655205873375,11.9325750097789,12.71073540196785,57.7388213084785,0.6860633345420365
30,12.635015511378743,12.232451958665425,13.03757906409206,59.487780126447326,0.6794753314832414
31,12.305854415038436,11.91765536569566,12.694053464381211,56.37422304414805,0.6808991842686761
32,12.723653504550233,12.324033985383013,13.123273023717454,60.26650231185973,0.6847538114025717
33,12.45514350384937,12.067183133304125,12.843103874394616,57.499500049920265,0.6836268051065515
34,12.384808856993573,12.009350476881957,12.760267237105188,56.00485080002177,0.6855192837624257
35,12.371261952137152,11.992677903185315,12.749846001088988,55.36698578168816,0.6775273456961631
36,12.47100640708339,12.086018072812275,12.855994741354506,57.16243653201184,0.6811860291907622
37,12.232929654868482,11.843242887117599,12.622616422619364,55.68274763672975,0.6807715729240995
